Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,PS
Kampungan ya pendukung AHY https:\/\/t.co\/GmezpOYLsY,1,1,0,1,0,0,0,0,1,0,1,0,0
USER gini nich platipus idiot klo dikasi udara',1,1,1,0,0,0,1,0,0,1,0,0,0
USER Malaysia butuh tenaga jongos dari Indonesia. Dan Indonesia tdk mampu memberi pekerjaan utk rakyatnya. Sekarang malah lapangan kerja rakyat diberikan utk Rakyat China. Otak lu dimana hoi pejabat asal bacot aja congor lu.',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER Cebong baru netas. Disuruh nyerang saya..? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,0
"mari kita lengserkan USER , dan kita jadikan Pak USER Presiden. biar tambah gila tuh ahogers, wkwkwk",1,1,1,0,0,0,0,0,1,0,0,1,0
USER Tetep aja JKT58 dan kecoak\xc2\xb2 212 tetep jadi kacung aseng ya..\xf0\x9f\x98\x81',1,1,0,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER Bhahahaha ru kacamat dr cina bikinan kapir brooh mereknya ahoq hoook',1,1,0,1,0,1,0,0,0,0,1,0,0
RT USER Cara serang Ahok : Kafir galak,1,1,1,0,1,0,0,0,0,1,0,0,0
USER USER Kluarga lo kali yg bahlul... anjing yahudi israel lo ya trnyata!!!\n\nAkhir2 ini mulai pda berani kek na anjing2 na yahudi muncul terang2an d indonesia!!! Bangsaatt...',1,1,1,0,1,0,0,0,0,1,0,0,0
Efek TGB Kayaknya bnyk temen2 yg bicaranya mendadak udah kek cebong ya?! \n#OgahJadiCebong',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Palsunya keliatan banget...dasar cebong noraaa',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER USER USER USER USER Manusia2 SAMPAH !!!,1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Lamun lain jokowi presiden moal angeus 2thn eta bandara faham teu ente tolol dipiara,1,1,1,0,0,0,0,0,1,1,0,0,0
USER Udik lu',1,1,1,0,0,0,0,0,1,1,0,0,0
MENGAPA ahoker KRISTEN & MUNAFIK tidak berhenti mengolok2 GEREJA stiap hari? Apakah mereka memang dibriefing ahok untuk menghina si BUMI DATAR?,1,1,0,1,1,0,0,0,0,0,1,0,0
USER USER USER USER USER itu BENCONG hasil selingkuhan maknya p3r3k gerwani dgn kuda wowok... lahir lah si onta bencong akun abal2..... ngeooaahahahaaaaa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x92\xa6\xf,1,1,1,0,0,0,0,1,0,1,0,0,0
USER USER Manusia bangsad -.-',1,1,1,0,0,0,0,0,1,1,0,0,0
USER selamat datang setan',1,1,1,0,0,0,0,0,1,1,0,0,0
Jablay ya? Pantes capernya ke tulang2... sini aku cuih-in... #AhSudaLah',1,1,1,0,0,0,0,1,0,1,0,0,0
USER Ayo mana si tua bangke dan pendukung kampretnya...',1,1,0,1,0,0,0,0,1,0,1,0,0
Orang punya saksi anjing dikasus babi.. Tolol URL,1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER USER USER katanya indonesia lenyap 2030... punya pujaan TOLOL ya pengikutnya lebih TOLOL... dan bencong... anak nya pun ikut BENCONG..',1,1,0,1,0,0,0,1,0,0,1,0,0
"USER USER USER USER Gue saranin gk perlu bnyk bacot maling ayat, langsung to the point aja lu jadi orang... Yg tdk sepaham lu teriakin aja kafir sesat, liberal, pemuja dukun, bla blaaa.. pasti hatimu puas dehh ..'",1,1,1,0,1,0,0,0,0,1,0,0,0
Anjir baru kali ini lihat orang bego mau debat pilkada. Kerjanya nyerang karakter. Shame on you mpok silvy and agus. #DebatFinalPilkadaJKT,1,1,0,1,0,0,0,0,1,0,1,0,0
"Anda didungukan dan diperbudak Islam Bung Tifatul, Adam hanya DONGENG Yahudi",1,1,0,1,1,0,0,0,0,0,1,0,0
"USER Titit lah anies ni, jangan jadi wapres prabowo anjenk'",1,1,1,0,0,0,0,1,0,1,0,0,0
USER USER USER USER Cebong DUNGU... Apakah ada aturan di USER tentang larangan tulisan berita ??',1,1,0,1,0,0,0,0,1,0,1,0,0
RT USER: USER pasti kamu manusia yg terbuat dari tanah dan udah kecampur tai kucing.',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Eh onta tolol. Kasihan org tua melahirkan seekor binatang seperti mu. Dasar kaum bumi dtr. PKS laknat',1,1,0,1,0,0,0,0,1,0,1,0,0
USER YAAAELAAAAAA manusia babi dasar',1,1,1,0,0,0,0,0,1,1,0,0,0
USER bukan banci tapi bener-bener banci',1,1,1,0,0,0,0,1,0,1,0,0,0
apa yang anda pikirkan?\nngelu sumpek.\nPUSH RANK kalah terus.\nASU...',1,1,1,0,0,0,0,0,1,1,0,0,0
USER biar aja biar tai nya kena bapak lo itu ya. Loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya.,1,1,0,1,0,0,0,0,1,0,1,0,0
"dulu manis, sopan, terus gemes gitu, adik material, makamya dulu lu masuk jajaran my top sissy, tapi sekarang, najis jijay bajay, gaada manis2nya, gada gemes2nya, asu asuan terus kerjaannya, udah gue lepeh juga lah dr jajaran adik2 gue mon maap WKWKWKW'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER ...klo mardani jadi presiden mungkin dia jadi presiden maho pertama di indonesia gan \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,1,0,1,0,0,0
USER Kecebong kemana ya... Presiden dihina dan diancam... diem aja... \n\nAtau mereka bermental kacung semua...',1,1,0,1,0,0,0,0,1,0,1,0,0
USER Tak perlu dibajak. Bacot elu babi. Mending kita gelut saja',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER USER USER USER USER USER USER Modal cocot!\nDpt amplop!\n\nOtak awam &amp; fans nya sajah rawan radikalis kena penghukuman Nge-nuhan dgn neraka!\n\nEdan!!!',1,1,0,1,0,0,1,0,0,0,1,0,0
USER Kakak kampungan cuyih',1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER USER loe pura2 tolol apa mmg dungu, itu pertanda pilpres sdh dekat, junjungan mu butuh suara pengikut HRS, salam indonesia raya pak USER'",1,1,1,0,0,0,0,0,1,1,0,0,0
"Kerja.. Ada anak kecil.. Gue senyumin.. Seketika anaknya nangis , bilang ke papahnya ""pah, cici itu kaya vampir.. Ada taringnya""\n\nBangsad:))\nMakasih loh deee:))\nGue sedot juga tuh ubun ubun:))'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Asek BOHONG aja lah kerja kelen...Bongggg...Cebong...\nKalo mati mgkin muncungnya yg duluan busuk',1,1,0,1,0,0,0,0,1,0,1,0,0
USER USER USER USER USER USER USER USER USER mampus aib lu kebongkar .ga',1,1,1,0,0,0,0,0,1,1,0,0,0
"Selalu inget, km bukan siapa siapa. Bukan apa apa. Jadi gaada pentingnya juga buat kamu tau.\n\nBut, I need belong to someone. Hahaha. Agony of loneliness huh? Teori nya pak kassin lagi nih? Geblek!'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER BABI KAU INI YHA\nMUNGKIN LAHIR DARI BANI BABI KAU INI ,\nANJING LAH KAU INI ,\n\nKau Ngomong Mentei selangkangan\nTapi MAJIKAN KAU BINI NYE SELINGKUH 7 Tahun \nItu Yg cocok Mentri selangkangan\n7 tahun Coy ,\n\nHRS kau Tuduh begitu",1,1,1,0,0,0,0,0,1,1,0,0,0
USER biar mampus',1,1,1,0,0,0,0,0,1,1,0,0,0
USER muncul nih penyakit nya. Ini malah dari jam 7 malem. Kacrut. Mau nelpon 147 telpon mati juga. Kacrut banget dah.',1,1,0,1,0,0,0,0,1,0,1,0,0
"""halah palingan kalo lu dikasih pap nenen sama memek juga doyan. gak usah munafik deh""\n\nheh upil dimana-mana kucing garong kalo dikasih ikan asin ya doyan-doyan aja.'",1,1,1,0,0,0,0,1,0,1,0,0,0
"gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'",1,1,1,0,0,0,1,0,0,1,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Eh serius pen muntah beneran tai lo hyung',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Hahahahahahahaha.. baper bang? Cebonk pejuang kok baper \xf0\x9f\x98\x83',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Gebuk pasukan congor pembuat rusuh. Sikat habis jangan kasih kendor mahluk2 sontoloyo itu',1,1,0,1,0,0,0,0,1,0,0,1,0
USER USER Loe jangan hina Ahok dong\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\nSemua orang udah tau kok si Ahok cuma besar Congor ngak perlu loe perjelas kali \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Minggat gua dari line. Cebong barbar isinya',1,1,0,1,0,0,0,0,1,0,1,0,0
USER ish dsar maho',1,1,1,0,0,0,0,1,0,1,0,0,0
Rihanna ternyata ngga diet\nlah u siapa kampang ngomongin kalori',1,1,1,0,0,0,0,0,1,1,0,0,0
"Setidaknya gw punya jari tengah buat lu, sebelom gw ukur nyali sama bacot lu \xf0\x9f\x98\x8f'",1,1,1,0,0,0,0,0,1,1,0,0,0
"MIRIS, sekarnag ini apa yg tidak imporr. cangkul aja impor; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #DunningKrugerEffect",1,1,0,1,0,0,0,0,1,0,1,0,0
USER Bajingan. Inter itu tim top dan hebat. Lazio itu yg sampah',1,1,0,1,0,0,0,0,1,0,1,0,0
"PM: \xe2\x80\x9cHeh, bajingan kalian semua! Malah seenaknya duduk duduk. Sudah berapa hari telat konstruksinya?\xe2\x80\x9d (Marah dengan muka serius) URL",1,1,0,1,0,0,0,0,1,0,1,0,0
"RT USER: 2 nomer dua2nya indosat dan ada pulsanya, barusan ngeh kalo pulsa udah Rp 0,- padahal ga pernah dipake\nUSER bangke\xe2\x80\xa6'",1,1,0,1,0,0,0,0,1,0,1,0,0
"USER Politisi TAI BABI pagi2 dah berkoar,,, ucapan lo gk dibutuhkan untuk NKRI,, karna lo adalah PENJILAT BANGSA. Kutu Loncat URL",1,1,1,0,0,0,0,0,1,1,0,0,0
USER ITU DORA SOMPRET',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Mulut Banci.ngurus diri sendiri aja.belum tentu benar. DasaDasar iblis benar berujud manusia. Muncul jelang pilkada.syaraf USER',1,1,1,0,0,0,0,1,0,1,0,0,0
USER Nunggu reaksi si denny siregar stelah cita citanya memenjarakan HRS tinggal kenangan DASAR DUNGU!!!!!!',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Wisma darulaman. Kerja\xc2\xb2 banci. Lebih politik la\xf0\x9f\x98\x82',1,1,0,1,0,0,0,1,0,0,1,0,0
USER USER USER USER USER Sudrun\nKampungan\nBego\nTolol\nDungu\nGaptek\nPlongi\nPlonga\nPlongo\nPlonge\nPlongu',1,1,1,0,0,0,0,0,1,1,0,0,0
"Punya adek kok maling,udah kerja tetap maling,sampe mati tetap maling,anak haram kntl.'",1,1,1,0,0,0,0,1,0,1,0,0,0
USER USER Karena bayk terdoktrin tagar ide PKS \nWalau pendidikan tinggi malah jadi sontoloyo\nKetololan mengalahkan kewarasan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4',1,1,0,1,0,0,0,0,1,0,1,0,0
"Alquran kitab SAMPAH Dr. Zakar Naik, silahkan dibantah",1,1,0,1,1,0,0,0,0,0,1,0,0
"USER USER USER USER USER udah dungu belagak sok pinter,tp tetap aja dungu nya keliatan.wkwkwkwkwk....'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER Mungkin kah Komunis, syiah, termasuk juga JIN ANU, yg terlalu alergi dgn islam dan juga kebangkitan islam.\nSemoga tdk ikut terbawa #Dungu2Periode'",1,1,0,1,1,0,0,0,0,0,1,0,0
RT USER: USER Oh ternyata kesibukan bertambah promosi hoax\nKampret laah\nIni nomor 0856 bisa di daftar ke USER ga\nBiar ga p\xe2\x80\xa6',1,1,0,1,0,0,0,0,1,0,1,0,0
RT USER: Milanisti kampret URL,1,1,0,1,0,0,0,0,1,0,1,0,0
RT USER DIKTATOR JOKOWI JONGOS ORGANISASI JAGAL MANUSIA NU MENGANDALKAN KAMPANYENYA KEPADA KIYAYI YG SEMUANYA TUKANG tipu.,1,1,0,1,1,0,0,0,0,0,1,0,0
"USER USER USER USER USER Ummar bin khatab, ahh lu jablay siap poligami..'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER Hdh cakep2 bolot',1,1,1,0,0,0,1,0,0,1,0,0,0
"BUAT STATUS JOMBLO NYA UDAH TERLALU LAMA ,GILIRAN ADA COWOK YG KOMENT STTS NYA SOK CUEK..\nCEWEK BAJINGAN DAHAK BIAWAK KADAL AER..'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER Bawang putih itu sdg kafir haram lagi..\nHiks.hiks..hiks',1,1,1,0,0,0,0,0,1,1,0,0,0
Sumpah bego bgt sih kesel gue. Kenapa ada org yg vote makhluk kayak Sandiaga Uno coba. Oh agama,1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER USER USER USER USER USER USER USER USER Ah bacot, dasar sok alim lu. Manusia itu gak ada yg sempurna. Jangan sok alim jadi orang.'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER Nih terakhir aku tanya lagi: Itu utang era Jokowi semua, bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'",1,1,1,0,0,0,0,1,0,1,0,0,0
"USER USER Bangkai ah, awas lu mitnah gua ye boker'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER Emang otak loe bersih cebong dungu\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nBau got juga\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER Bagi para cebong yang sudah buta dan tuli dengan semua kenyataan yg menimpa negeri ini tentu akan selalu membela rezim ini,\nMereka terlalu gampang didoktrin oleh pidato\xc2\xb2 dan data\xc2\xb2 yg indehoi dari pemerintah....'",1,1,0,1,0,0,1,0,0,0,1,0,0
USER USER \xf0\x9f\x8c\x9a ko km bangsad y',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER Kaum otak cingkrang demen hoax maklum junjunganya prof abal2 dan ulama yg belajar di sekolahan kafir; ; G?k ada sejarahnya nu dukung khilafah. Knp merasa minoritas ya m?u nyari simpatisan dr nu... ; Dasar wa,1,1,0,1,1,0,0,0,0,0,1,0,0
"USER USER tai kucing lo ahh, pengecut!!'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Komunis anjing wkwkw',1,1,1,0,0,1,0,0,0,1,0,0,0
USER Culun mending kampung jes',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER Bangga jadi JONGOS emang lu sendiri Udeh ngapain aja BABU ? Njilat memek BOSOK Jablay Alexis?',1,1,1,0,0,0,0,1,0,1,0,0,0
USER OMOJY akun isi giveaway keakehan cocot harusnya aq memang disini sejak awal',1,1,1,0,0,0,0,0,1,1,0,0,0
OTAK KADAL.. DIKTATOR JOKOWI ITU TUKANG tipu BIADAB. DIA JANJI MAU MENYELESAIKAN PELANGGARAN HAM EH MALAH GEBUK PKI,1,1,1,0,0,0,0,0,1,1,0,0,0
USER keluarga halilintar hmm masa km gatau. udik',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr.\nKampungan lu.',1,1,1,0,0,0,0,0,1,1,0,0,0
"duh kasian sok keritis malah keliatan kaya orang bego. otak lu jg keritis tuh, udh stadium 4 kali sakit nya.'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER HB bajingan, go to hell erd u lil lil taknak mati, dh tua menyusahkn org'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER USER Kbnyakan kencing onta mahluk satu ini, emosi mulu dari td gua liat, dasar sumbu pendek si tidur kebalik.'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Lah ternyata bangke juga dia...',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER emng tolol si cal jadi laki',1,1,1,0,0,0,0,1,0,1,0,0,0
"USER USER USER USER USER USER Lawan bicara gw gak intelek kyk loe, yg otak gak punya. Ttg kencing onta, gw mengakui hadis nabi dan itu sahih. Kafir kyk loe pasti menolak, makanya loe ahlunnar.'",1,1,1,0,1,0,0,0,0,1,0,0,0
Artis kalo adalnya dr Kampung mau di gmnin jg ttp Aja Udik/Kampungan!! Sgala HP anak gue lah di Cemplungin!! Gue beli pake Kringat Halal!! bkn Hasil Ngangkangin laki Org!!',1,1,0,1,0,1,0,1,0,0,1,0,0
USER budha kafir teroris,1,1,0,1,1,0,0,0,0,0,1,0,0
"USER USER USER USER Ganti nama aja, biar cocok dng yg sering keluar dr mulut sampaen tuh onta, kencing juga blh'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER masi pagu ngajak gelut onta',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Ini 2 anggota DPRD sableng apa geblek. Sudah banyak contoh guyonan ini bisa dipidanakan masih gak pinter blasss....',1,1,0,1,0,0,0,0,1,0,1,0,0
Brengsek anjirittt siaaaaallllllll aku benciiiiiiiiiiiiiiiiiiiii jahaaaaaaaaaaatttttttt',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Minmin...\nPa gak ada bhn laen..\nItu bukan ungkapan ke indonesiaan\nTp ungkapan cocot dan otak yg pnh dengan napsu kekuasaan.....',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Mampus',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER Yg pakai pantat itu loe.. Hahaa pantat teriak pantat.. \nRocky gerung profesor gak laku di indo tong.. Yg mempercayai cuma kaum kampret dan gembel warnet krn otaknya sama di pantat.. Hahaa',1,1,0,1,0,0,0,0,1,0,1,0,0
"Pimpinan ngecopros, bawahan nderomos. Jancuk deh!'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER Jdi wowo presidennya tv one, makanya yg diundang slalu pentolan para kampret dan gembel warnet.. Hahaa'",1,1,0,1,0,0,0,0,1,0,1,0,0
USER Muka lo aja burik bangsat. Gimana mau dapat ewean USER',1,1,1,0,0,0,1,1,0,1,0,0,0
USER Bacot bae lu ah',1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER yg lucu itu di saat lo salah rumah, dsni bukan rumah penjilat, sono jilat junjungan lo, dasar cebong ahaha'",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER Bkn keren lgi namanya saja gubernur indonesia. Presiden karang ja ga da yg bilang presiden indonesia... presiden cebong baru banyak yg bilang wkwkwkk',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER Catet satu cebong kader Komunis Indonesia.',1,1,1,0,0,1,0,0,0,1,0,0,0
USER Cewek lo maho.',1,1,1,0,0,0,0,1,0,1,0,0,0
USER USER Telat lu kunyuk',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Ente bajingan rampok negara',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER USER USER Umatnya anies sandi tuh mkne otaknya dobol..,1,1,0,1,0,0,0,0,1,0,1,0,0
Lo kalo ada masalah sama gue langsung aja bilang ke gue .. Jangan cuma bisanya bacot lo doang yang koar2 dibelakang gue !! Fak pengecut lo',1,1,1,0,0,0,0,0,1,1,0,0,0
RT USER hei jongos penista agama kami muslim udh bangkit tdk akan dukung jongos ahok,1,1,1,0,1,0,0,0,0,1,0,0,0
USER Cebong mana ngerti',1,1,0,1,0,0,0,0,1,0,1,0,0
"ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Banyak bacot aja lo...\nSekarang kok diobok obok tuh',1,1,1,0,0,0,0,0,1,1,0,0,0
USER cowonya kasi ke gua aj bgst.\nlo bejat bener jd cewe astaga',1,1,1,0,0,0,0,1,0,1,0,0,0
USER USER USER Sontoloyo dan sok paling bener... mungkin dia iparan sama allah swt \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,1,0,1,0,0,0,0,1,0,0,0
"Signal kntl !! Pemeliharaan apalagi ini ? Niat gak sih ? Login twitter doank susah amat, gmn mau open redtube ? Cetan !! USER'",1,1,0,1,0,0,0,1,0,0,1,0,0
"USER Paling belakang apa yg termutakhir? Hahahah yg paling dekat kemuncylannya dengan kelahiran lo islam apa agama kafir lain? Kok dibilang paling belakang, paling depan ituuu paling dekat dengan ko, ko aja yg ngebangkang'",1,1,1,0,1,0,0,0,0,1,0,0,0
USER USER SETAN KAU!!',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Saya kirain ada orang yg bisa spi ke bulan naik Onta.\nSetau saya USA &amp; Yahudi kebanyakan pake Otak bukan pake Onta...\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya',1,1,0,1,0,0,0,0,1,0,1,0,0
"Anda itu dongo sama spemkiirannya dgn si gerung; Kitab suci itu di pakai smua agama.; Bukan cma Islam,; Bahkan agama2 lain akan merasa ternista",1,1,1,0,1,0,0,0,0,1,0,0,0
USER Untuk mengedukasi manusya2 udik seperti qm misalnya',1,1,1,0,0,0,0,0,1,1,0,0,0
"Banser kan hobi juga maunya bela kafir.... Makanya si abu janda, apakah bener muslim atau bukan?'",1,1,1,0,1,0,0,0,0,1,0,0,0
USER USER USER USER USER Ini anak keparat bangsat pak ..mungkin butuh pembinaan kalo tak bisa dibina mohon dibinasakan saja pak',1,1,1,0,0,0,0,0,1,1,0,0,0
USER MANA NEH PASUKAN CEBONG',1,1,0,1,0,0,0,0,1,0,1,0,0
"USER Pesimis, culun dasar. DOA AJA DULU SAPA TAU SAPA TAUU'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER Ini adalah salah satu contoh, iblis berwajah manusia'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER Emang perlu pak kyai staquf nyebut suku ras biar mudah dipahami nalar ente yg bahlul, ane tanya ente soal arab yg mana yg ente sembah aja gk bisa jawab, ane sodorin arab bani saud yg pro israel eh ente pura2",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER Drama banget lu, Onta.'",1,1,1,0,0,0,0,0,1,1,0,0,0
"He bangsat, Jokowi 3 th jauh lebih baik dari rezim diktator dan rezim korup Mata lo buta apa? ? Gak bs memalak lg ? Gak bs mencuri?",1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER Gerombolan cebong pada ngumpet kayak di sembur air.',1,1,0,1,0,0,0,0,1,0,1,0,0
USER x sangka sebodoh itu pemikiran seorang wanita islam. jijik noks',1,1,1,0,1,0,0,0,0,1,0,0,0
USER Berarti fix ...elu dungu chic.',1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER USER USER iya, lu manusia berkelakuan cebong.. mau hina tapi marah dihina..'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER Yg makar omonganmu zon suka adu domba dan bawa nama islam ,agama pegangan hidup seseorang jgn sok suci kamu zon lambemu ndoweh banyak bacot'",1,1,1,0,0,0,1,0,0,1,0,0,0
"Nk marah2 tk payah buat grab la woi, g duduk diam2 dalam rumah \nStupid idiot punya org, sbb bodoh dia tahap tk blh bwk bincang dh'",1,1,1,0,0,0,1,0,0,1,0,0,0
USER Bani tanpa sumbu alias taplak alias cebong mulai berkerumun. \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,0
USER Emang ada cebong yg nggak dungu??? URL,1,1,0,1,0,0,0,0,1,0,1,0,0
"USER USER USER MATAMU PICEK A? Duit gak ada maksa beli, hutang belum release baru mau disiapkan 11 bank sudah koar2. Entar waktu bayar dana gak ada jawabnya "" BUKAN URUSAN SAYA "". DUNGU PLUS KOPLAK diambil semua'",1,1,1,0,0,0,1,0,0,1,0,0,0
"USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 bencong idiot it kl yg ga berani pk akun asli buat sebar hoax dan fitnah, nah skrng cb liat aja akun lu cong \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,1,0,0,0,1,1,0,1,0,0,0
USER USER USER modar jha lu-_',1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER Maksud gua ngatain USER yg goblo!!! pak jokowi selama ini bayar utang SBY jadi utang itu yg bayar pasti presiden berikutnya.,1,1,1,0,0,0,0,0,1,1,0,0,0
Ahok keok Taipan ngancam akan lengserkan USER bila reklamasi gagal. Nih negara diatur oleh jongos dan Meneernya! Hadeuuuh sontoloyo,1,1,1,0,0,0,0,0,1,1,0,0,0
USER USER USER USER Eh kunyuk itu yg ngembat dana umroh lu diem aja apa ikut kebagian ya',1,1,1,0,0,0,0,0,1,1,0,0,0
USER Mundur mas kamu tolol',1,1,1,0,0,0,0,0,1,1,0,0,0
RT USER: Gue yakin banget itu tim sukses yang ngomong juga bukan siapa-apa dibanding ijp itu contoh politik busuk dari team anies sandi,1,1,0,1,0,0,0,0,1,0,1,0,0
"USER Begitulah pekaes yg doyan dgn pipis onta, ilmu jd nomor 2 yg utama adalah khutbahnya yg menyala-nyala dan berani mencaci Jokowi, yah itulah junjungannya kayak si pelari terlama sono tuh,,, wkwkwkwk.'",1,1,0,1,0,0,0,0,1,0,1,0,0
USER Cebong mah percaya wae di boongin meme\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80',1,1,0,1,0,0,0,0,1,0,1,0,0
"USER ketawa smbil buang smpah sarap,\nlu mmg anjing kurap'",1,1,1,0,0,0,0,0,1,1,0,0,0
"USER USER key-point : cebong dungu, IQ sekolam, ngeyel ujung2nya balik ke kolam, pokoknya ganti,..trus apa lagi ya?? \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0,0
#MataNajwaDebatJakarta topeng anda hari ini fix terbuka USER .. anda sama dgn yg mendukung anda.. BAU BUSUK,1,1,1,0,0,0,0,0,1,1,0,0,0
USER Kl dia kalah.. Pasti salah wasit.. Padahal dah pake isu hoax. Ulama 212. Saracen. Isu sara. Isu pki. Isu antek asing.. Semua dah goreng sampa hangus.. Ttp aja gak naik elektabilitaanya.. Salahnya?? Rakyat yg goblok y wowo? Atau km yg,1,1,1,0,0,0,0,0,1,1,0,0,0
USER Cupu anjir lu',1,1,1,0,0,0,0,0,1,1,0,0,0
"Gw lihat emang si Anies ini ada kurangnya ya. Tapi gw ngebandingin sama Ahok tahun lalu yg mudah aja bilang; mampus, badjingan, brengsek, taik, pemahaman nenek Lo ke orang lain dihadapan publik maupun rapat internal. Menurut gw sih mending si Anies yak.",1,1,1,0,0,0,0,0,1,1,0,0,0
